nid|state|city|name|url|error
770|TN|Knoxville|Mundo Hispano|http://www.mundohispanoTN.com|
771|TN|Knoxville|Shopper News Now|http://www.shoppernewsnow.com/|
772|TN|La Follette|LaFollette Press|http://www.lafollettepress.com/|
773|TN|Lafayette|Macon County Times|http://www.maconcountytimes.com|
774|TN|Lebanon|The Lebanon Democrat|http://www.lebanondemocrat.com|
775|TN|Lebanon|Wilson Post|http://www.wilsonpost.com/|
776|TN|Lenoir City|News-Herald|http://news-herald.net/|
777|TN|Lewisburg|Marshall County Tribune|http://www.ltrib-gaz.com/|
778|TN|Linden|Buffalo River Review|http://www.buffaloriverreview.com/content.aspx?IsHome=1&MemberID=1257&module=Page&ID=1897|
779|TN|Livingston|Overton County News|http://overtoncountynews.com/OCN/|
780|TN|Madisonville|Monroe County Buzz|http://monroebuzz.com/|
781|TN|Manchester|Manchester Times|http://www.manchestertimes.com/news/index.asp|
782|TN|Manchester|The Saturday Independent|http://www.tsinews.com/|
783|TN|Martin|The Weakley County Press|http://www.nwtntoday.com/news.php?NewsSectionId=19|
784|TN|Maryville|Blount Today|http://www.blounttoday.com/|
785|TN|Maryville|The Daily Times|http://www.thedailytimes.com/home|
786|TN|McMinnville|Southern Standard|http://www.southernstandard.com/|
787|TN|Memphis|Memphis Business Journal|http://www.bizjournals.com/memphis/|
788|TN|Memphis|Memphis Daily News|http://www.memphisdailynews.com|
789|TN|Memphis|Memphis Flyer|http://www.memphisflyer.com/|
790|TN|Memphis|The Commercial Appeal|http://www.commercialappeal.com/|
791|TN|Milan|Mirror-Exchange|http://milanmirrorexchange.com/v2/content.aspx?IsHome=1&MemberID=1262&ID=33874|
792|TN|Monteagle|The Cumberland View|http://www.thecumberlandview.com/|
793|TN|Morristown|The Citizen Tribune|http://www.citizentribune.com/news/index.asp|
794|TN|Mount Juliet|Mt Juliet Chronicle|http://www.thechronicleofmtjuliet.com/|
795|TN|Mount Juliet|Mt Juliet News|http://www.mtjulietnews.com/|
796|TN|Mountain City|The Tomahawk|http://www.thetomahawk.com/|
797|TN|Murfreesboro|Daily News Journal|http://www.dnj.com/|
798|TN|Murfreesboro|Murfreesboro Post|http://www.murfreesboropost.com|
799|TN|Murfreesboro|Rutherford Reader|http://rutherfordreader.com/|
800|TN|Nashville|La Campana|http://www.lacampana.us/1_portada/index.html|
801|TN|Nashville|Mundo Hispano|http://www.mundohispanotn.com/|
802|TN|Nashville|Nashville Business Journal|http://www.bizjournals.com/nashville/|
803|TN|Nashville|Nashville Scene|http://www.nashscene.com/|
804|TN|Nashville|The City Paper|http://nashvillecitypaper.com/|
805|TN|Nashville|The Tennessean|http://www.tennessean.com/|
806|TN|Nashville|The Tennessee Tribune|http://www.tennesseetribune.info/|
807|TN|Newport|Newport Plain Talk|http://www.newportplaintalk.com/|
808|TN|Oak Ridge|The Oak Ridge Observer|http://www.oakridgeobserver.com/|
809|TN|Oak Ridge|The Ridger|http://www.oakridger.com/|
810|TN|Paris|Paris Post-Intelligencer|http://www.parispi.net|
811|TN|Rogersville|The Rogersville Review|http://therogersvillereview.com/|
812|TN|Savannah|Savannah Courier|http://www.courieranywhere.com/|
813|TN|Selmer|Independent Appeal|http://www.independentappeal.com/|
814|TN|Sevierville|The Mountiain Press|http://themountainpress.com/|
815|TN|Sevierville|Valley Voice|http://www.valleyvoicenews.com/|
816|TN|Seymour|Seymour Herald|http://www.seymourherald.com/|
817|TN|Shelbyville|Shelbyville Times-Gazette|http://www.t-g.com/|
818|TN|Smithville|Middle Tennessee Times|http://www.middletntimes.com/|
819|TN|Smithville|Smithville Review|http://www.smithvillereview.com/|
820|TN|Sparta|The Expositor|http://www.spartaexpositor.com/|
821|TN|Springfield|Robertson Co. Times|http://www.tennessean.com/section/robertson|
822|TN|Sweetwater|Monroe County Advocate|http://advocateanddemocrat.com/|
823|TN|Tiptonville|Lake County Banner|http://www.lakecountybanner.com/|
824|TN|Tracy City|Grundy County Herald|http://www.grundycountyherald.com/news/index.asp|
825|TN|Tullahoma|Tullahoma News|http://www.tullahomanews.com/news/index.asp|
826|TN|Union City|The Messenger On-Line|http://www.ucmessenger.com/|
827|TN|Winchester|The Herald-Chronicle|http://www.heraldchronicle.com/news/index.asp|
828|TN|Woodbury|Cannon Courier|http://www.cannoncourier.com/|
829|TX|Abilene|Abilene Reporter News|http://www.reporternews.com/|
830|TX|Alice|Alice Echo-News|http://www.aliceechonews.com/|
831|TX|Allen|The Allen American|http://www.allenamerican.com/allen_american/news/|
832|TX|Alpine|Alpine Avalanche|http://www.alpineavalanche.com/|
833|TX|Alvin|The Alvin Sun-Advertiser|http://www.alvinsun.net|
834|TX|Amarillo|Amarillo Globe-News|http://amarillo.com/|
835|TX|Andrews|Andrews County News|http://www.andrewscountynews.com/|
836|TX|Angleton|La Voz de Brazoria County|http://www.lavozdebrazoriacounty.com/|
837|TX|Angleton|The Bulletin|http://www.bulletin-ol.com|
838|TX|Aransas Pass|The Progress|http://www.aransaspassprogress.com|
839|TX|Athens|Athens Daily Review|http://www.athensreview.com/|
840|TX|Austin|Austin American Statesman|http://www.statesman.com/|
841|TX|Austin|Austin Business Journal|http://www.bizjournals.com/austin/|
842|TX|Austin|Austin Chronicle|http://www.austinchronicle.com/|
843|TX|Austin|La Voz de Austin|http://www.lavoznewspapers.com/La_Voz_de_Austin.html|
844|TX|Austin|Oak Hill Gazette|http://oakhillgazette.com/|
845|TX|Bandera|Bandera County Courier|http://www.bccourier.com/|
846|TX|Bandera|The Bandera Bulletin|http://www.banderabulletin.com/|
847|TX|Bastrop|The Bastrop Advertiser|http://bastropadvertiser.com/|
848|TX|Bay City|Bay City Tribune|http://baycitytribune.com/|
849|TX|Baytown|The Baytown Sun|http://baytownsun.com/|
850|TX|Beaumont|Beaumont Enterprise|http://www.beaumontenterprise.com/|
851|TX|Beaumont|The Examiner|http://theexaminer.com/|
852|TX|Beeville|Beeville Bee-Picayune|http://www.mysoutex.com/|
853|TX|Big Spring|Big Spring Herald|http://www.bigspringherald.com/|
854|TX|Blanco|The Blanco County News|http://www.blanconews.com/front/|
855|TX|Boerne|Boerne Star|http://www.boernestar.com|
856|TX|Bonham|North Texas e-News|http://www.ntxe-news.com|
857|TX|Borger|Borger News-Herald|http://www.borgernewsherald.com/|
858|TX|Bowie|Bowie News|http://bowienewsinc.com/|
859|TX|Brady|Brady Standard-Herald|http://www.bradystandard.com/content.aspx?IsHome=1&MemberID=1320&ID=5899&Module=Quickpage|
860|TX|Breckenridge|Breckenridge American|http://www.breckenridgeamerican.com/|
861|TX|Brenham|The Banner Press|http://www.brenhambanner.com/|
862|TX|Bridge City|The Record|http://www.therecordlive.com/|
863|TX|Brookshire|The Times Tribune|http://www.timestribune.com/|
864|TX|Brownfield|Brownfield News|http://www.brownfieldonline.com/|
865|TX|Brownsville|Brownsville Herald|http://www.brownsvilleherald.com/|
866|TX|Brownwood|Brownwood Bulletin|http://www.brownwoodbulletin.com/|
867|TX|Bryan|Bryan-College Station Eagle|http://www.theeagle.com/|
868|TX|Bullard|Bullard Banner News|http://www.bullardnews.com/|
869|TX|Burleson|Burleson-Crowley Connection|http://burlesoncrowley.com/news/|
870|TX|Burnet|Burnet Bulliten|http://www.burnetbulletin.com/|
871|TX|Cameron|Cameron Herald|http://www.cameronherald.com/|
872|TX|Canyon|The Canyon News|http://www.canyonnews.com/|
873|TX|Carrizo Springs|Javelin|http://www.carrizospringsjavelin.com/|
874|TX|Cedar Park|Hill Country News|http://www.hillcountrynews.com/|
875|TX|Chandler|The Statesman|http://www.c-bstatesman.com/|
876|TX|Clarendon|Clarendon Enterprise|http://www.clarendonlive.com/|
877|TX|Cleburne|Cleburne Times-Review|http://www.cleburnetimesreview.com/|
878|TX|Cleveland|Cleveland Advocate|http://www.yourhoustonnews.com/cleveland/|
879|TX|Clifton|The Clifton Record|http://www.cliftonrecord.com/|
880|TX|Clute|The Facts|http://thefacts.com/|
881|TX|Coleman|ColemanNews.com|http://www.colemannews.com/|
882|TX|Colorado City|Colorado City Record|http://www.ccitynews.net/|
883|TX|Columbus|Colorado County Citizen|http://www.coloradocountycitizen.com/|
884|TX|Coppell|Coppell Gazette|http://www.coppellgazette.com|
885|TX|Copperas Cove|The Leader-Press|http://www.coveleaderpress.com/|
886|TX|Corpus Christi|Caller-Times|http://www.caller.com/|
887|TX|Corpus Christi|Corpus Christi Daily|http://www.CorpusChristiDaily.com/|
888|TX|Corpus Christi|Legal & Business News|http://www.cblnews.com/|
889|TX|Corsicana|Corsicana Daily Sun|http://corsicanadailysun.com/|
890|TX|Corsicana|Navarro County Times|http://www.navarrocountytimes.com/pages/index.php|
891|TX|Crawford|The Lone Star Iconoclast|http://www.lonestaricon.com/|
892|TX|Crockett|Houston County Courier|http://www.houstoncountycourier.com/|
893|TX|Cuero|The Cuero Record|http://www.cuerorecord.com/|
894|TX|Daingerfield|The Daingerfield Bee|http://thedaingerfieldbee.com/|
895|TX|Dalhart|Dalhart Texan|http://www.thedalharttexan.com/|
896|TX|Dallas|Dallas Business Journal|http://www.bizjournals.com/dallas/|
897|TX|Dallas|Dallas Observer|http://www.dallasobserver.com/|
898|TX|Dallas|El Heraldo News|http://www.elheraldonews.com/new/|
899|TX|Dallas|El Hispano News|http://www.elhispanonews.com|
900|TX|Dallas|Park Cities People|http://www.parkcitiespeople.com/|
901|TX|Dallas|The Dallas Morning News|http://www.dallasnews.com/|
902|TX|De Leon|De Leon Free Press|http://deleonfreepress.com/|
903|TX|Decatur|Wise County Messenger|http://www.wcmessenger.com/|
904|TX|Del Rio|News Herald|http://delrionewsherald.com/|
905|TX|Denton|Denton Record-Chronicle|http://www.dentonrc.com/|
906|TX|Diboll|Diboll Free Press|http://www.dibollfreepress.com/|
907|TX|Dublin|Dublin Citizen|http://www.dublincitizen.com/|
908|TX|Dumas|News-Press|http://www.moorenews.com/|
909|TX|Eagle Lake|Eagle Lake Headlight|http://www.eaglelakeheadlight.com/|
910|TX|Eagle Pass|The News Gram|http://www.thenewsgramonline.net/|
911|TX|El Campo|The Leader-News|http://www.leader-news.com|
912|TX|El Paso|El Paso Times|http://www.elpasotimes.com/|
913|TX|Eldorado|The Eldorado Success|http://www.myeldorado.net/|
914|TX|Elgin|Elgin Courier Online|http://www.elgincourier.com/|
915|TX|Emory|Rains County Leader|http://www.rainscountyleader.com/|
916|TX|Ennis|Ennis Daily News|http://www.ennisdailynews.com/|
917|TX|Fairfield|Freestone County Times|http://www.freestonecountytimes.com/|
918|TX|Fairfield|The Fairfield Recorder|http://www.thefairfieldrecorder.net/|
919|TX|Farmersville|Farmersville Times|http://www.farmersvilletimes.com/|
920|TX|Ferris|Ellis County Press|http://www.elliscountypress.com/|
921|TX|Floresville|Wilson County News|http://www.wilsoncountynews.com/|
922|TX|Floydada|Hesperian-Beacon|http://www.hesperianbeacononline.com/v2/content.aspx?IsHome=1&MemberID=1789&ID=13787|
923|TX|Fort Stockton|Fort Stockton Pioneer|http://www.fortstocktonpioneer.com/|
924|TX|Fort Worth|Fort Worth Business Press|http://www.fwbusinesspress.com/|
925|TX|Fort Worth|Fort Worth Star-Telegram|http://www.star-telegram.com/|
926|TX|Fort Worth|Fort Worth Weekly|http://www.fwweekly.com/|
927|TX|Frankston|The Frankston Citizen|http://www.frankstoncitizen.com/|
928|TX|Fredericksburg|Standard Radio Post|http://www.fredericksburgstandard.com|
929|TX|Friendswood|Friendswood Journal|http://www.yourhoustonnews.com/friendswood/|
930|TX|Friona|Friona Star|http://www.frionaonline.com/|
931|TX|Frisco|Frisco Enterprise|http://www.planostar.com/frisco_enterprise/news/|
932|TX|Frisco|Real Frisco|http://www.realfrisco.com/|
933|TX|Gainesville|Gainesville Daily Register|http://www.gainesvilleregister.com/|
934|TX|Galveston|Galveston Co. Daily News|http://galvestondailynews.com/|
935|TX|Galveston|The Police News|http://thepolicenews.net/(X(1)S(tcaahf55o45n3dn2lp0o0iub))/default.aspx?AspxAutoDetectCookieSupport=1|
936|TX|Gatesville|Gatesville Messenger|http://www.gatesvillemessenger.com/|
937|TX|Georgetown|Williamson County Sun|http://www.wilcosun.com/|
938|TX|Gilmer|Gilmer Mirror|http://www.gilmermirror.com/|
939|TX|Goldthwaite|The Goldthwaite Eagle|http://www.goldthwaiteeagle.com/v2/content.aspx?IsHome=1&MemberID=1318&ID=2819|
940|TX|Gonzales|Gonzales Inquirer|http://www.gonzalesinquirer.com|
941|TX|Graham|Graham Leader Online|http://www.grahamleader.com/|
942|TX|Granbury|Hood County News|http://www.hcnews.com/|
943|TX|Greenville|Greenville Herald Banner|http://heraldbanner.com/|
944|TX|Greenville|The Commerce Journal|http://commercejournal.com/|
945|TX|Groesbeck|Groesbeck Journal|http://www.groesbeckjournal.com/|
946|TX|Gun Barrel City|Cedar Creek Pilot|http://cedarcreekpilot.com/|
947|TX|Hamilton|Hamilton Herald-News|http://www.thehamiltonherald-news.com/content.aspx?IsHome=1&MemberID=1301&ID=2690&Module=Quickpage|
948|TX|Harlingen|Valley Morning Star|http://www.valleymorningstar.com/|
949|TX|Henderson|Henderson Daily News|http://www.hendersondailynews.com|
950|TX|Hondo|Hondo Anvil Herald|http://www.hondoanvilherald.com/|
951|TX|Houston|Forward Times|http://forwardtimes.com/|
952|TX|Houston|Free Press Houston|http://www.freepresshouston.com/|
953|TX|Houston|Houston Business Journal|http://www.bizjournals.com/houston/|
954|TX|Houston|Houston Chronicle|http://www.chron.com/|
955|TX|Houston|Houston Community Newspapers|http://www.hcnonline.com/|
956|TX|Houston|Houston Press|http://www.houstonpress.com/|
957|TX|Houston|Rumbo de Houston|http://www.impre.com/rumbo/|
958|TX|Huntsville|The Huntsville Item|http://itemonline.com/|
959|TX|Hutto|Hutto News|http://www.thehuttonews.com/|
960|TX|Ingram|West Kerr Current|http://wkcurrent.com|
961|TX|Italy|Italy Neotribune|http://www.italyneotribune.com/|
962|TX|Jacksboro|Jack County Herald|http://www.jacksboronewspapers.com/|
963|TX|Jacksonville|Jacksonville Daily Progress|http://jacksonvilleprogress.com/|
964|TX|Jasper|Jasper Newsboy|http://www.beaumontenterprise.com/jasper/|
965|TX|Johnson City|Johnson City Record Courier|http://www.jcrecordcourier.com/|
966|TX|Junction|Junction Eagle|http://www.junctioneagle.com/|
967|TX|Karnes City|Karnes Countywide|http://mysoutex.com/pages/home_karnes|
968|TX|Katy|The Katy Times|http://katytimes.com/|
969|TX|Kaufman|Kaufman Herald|http://www.kaufmanherald.com/|
970|TX|Keller|Keller Citizen|http://www.star-telegram.com/kellercitizen/|
971|TX|Kerrville|Kerrville Daily Times|http://dailytimes.com/|
972|TX|Kilgore|Kilgore News Herald|http://www.kilgorenewsherald.com/|
973|TX|Killeen|Killeen Daily Herald|http://www.kdhnews.com/|
974|TX|Kingsville|Kingsville Record & Bishop News|http://www.kr-bn.com/|
975|TX|Kyle|Hays County Free Press|http://www.haysfreepress.com/|
976|TX|Lamesa|Lamesa Press Reporter|http://www.pressreporter.com/|
977|TX|Lampasas|The Dispatch Record|http://www.lampasasdispatchrecord.com/|
978|TX|Laredo|Laredo Morning Times|http://www.lmtonline.com/|
979|TX|Leander|Leander Ledger|http://leanderledger.com/|
980|TX|Lewisville|Lewisville Leader|http://www.lewisvilleleader.com/|
981|TX|Lexington|The Lexington Leader|http://www.lexingtonleader.com/|
982|TX|Lindale|Lindale News & Times|http://lindalenews-times.com/|
983|TX|Little Elm|Journal|http://www.planostar.com/little_elm_journal/news/|
984|TX|Llano|The Llano News|http://www.llanonews.com/|
985|TX|Lockhart|The Post-Register|http://post-register.com/|
986|TX|Longview|Longview News-Journal|http://www.news-journal.com/|
987|TX|Lubbock|El Editor Newspaper|http://www.eleditor.com/|
988|TX|Lubbock|Lubbock Avalanche Journal|http://lubbockonline.com/|
989|TX|Lufkin|Lufkin Daily News|http://lufkindailynews.com/|
990|TX|Lumberton|Hardin County News|http://www.beaumontenterprise.com/hardincountynews/|
991|TX|Mabank|The Monitor|http://www.themonitor.net/|
992|TX|Mansfield|Mansfield News Mirror|http://www.star-telegram.com/mansfieldnewsmirror/|
993|TX|Marathon|Terrell County News Leader|http://www.tcnewsleader.com/|
994|TX|Marble Falls|The Highlander|http://www.highlandernews.com/|
995|TX|Marfa|The Big Bend Sentinel|http://www.bigbendsentinel.com/|
996|TX|Marlin|The Marlin Democrat|http://www.marlindemocrat.com|
997|TX|Marshall|News Messenger|http://www.marshallnewsmessenger.com/|
998|TX|Mason|Mason County News|http://www.masoncountynews.com/|
999|TX|McAllen|The Monitor|http://www.themonitor.com/|
1000|TX|McGregor|McGregor Mirror|http://www.mcgregormirror.com/v2/content.aspx?IsHome=1&MemberID=1781&ID=13402|
1001|TX|McKinney|Courier-Gazette|http://www.courier-gazette.com/mckinney_courier-gazette/news/|
1002|TX|Mesquite|The Mesquite News|http://www.mesquitenews.com/|
1003|TX|Midland|Midland Reporter Telegram|http://www.mywesttexas.com/|
1004|TX|Mineral Wells|The Index|http://mineralwellsindex.com/|
1005|TX|Mission|Progress Times|http://www.progresstimes.net|
1006|TX|Monahans|Mudville News|http://www.fbi.gov/|
1007|TX|Montgomery|Montgomery County News|http://www.montgomerycountynews.net/|
1008|TX|Mount Pleasant|Daily Tribune|http://www.dailytribune.net/|
1009|TX|Mount Pleasant|Titus County Times|http://tituscountytimes.com/error.asp|
1010|TX|Mount Vernon|Optic Herald|http://www.mt-vernon.com/|
1011|TX|Muleshoe|Muleshoe Journal|http://www.muleshoejournal.com/|
1012|TX|Murphy|Murphy Monitor|http://www.murphymonitor.com/|
1013|TX|Nacogdoches|The Daily Sentinel|http://dailysentinel.com/|
1014|TX|Navasota|Navasota Examiner|http://www.navasotaexaminer.com/|
1015|TX|Nederland|Mid County Chronicle|http://www.beaumontenterprise.com/news/midcounty/|
1016|TX|New Braunfels|Herald-Zeitung|http://herald-zeitung.com/|
1017|TX|Odessa|Odessa American|http://www.oaoa.com/|
1018|TX|Olney|Olney Enterprise|http://www.olneyenterprise.com/|
1019|TX|Orange|Orange County News|http://www.beaumontenterprise.com/news/orangecounty/|
1020|TX|Orange|Orange Leader|http://orangeleader.com/|
1021|TX|Ozona|Ozona Stockman|http://www.ozonastockman.com/|
1022|TX|Palacios|Palacios Beacon|http://www.palaciosbeacon.com/|
1023|TX|Palestine|Herald-Press|http://palestineherald.com/|
1024|TX|Pampa|The Pampa News|http://www.thepampanews.com|Bad url?
1025|TX|Paris|Paris News|http://theparisnews.com/|
1026|TX|Pasadena|Pasadena Citizen|http://www.yourhoustonnews.com/pasadena/|
1027|TX|Pearland|Pearland Journal|http://www.yourhoustonnews.com/pearland/|
1028|TX|Pecos|Pecos Enterprise|http://www.pecos.net/news/|
1029|TX|Petersburg|The Paper|http://www.thepaperweb.com/|
1030|TX|Pflugerville|Pflugerville Pflag|http://pflugervillepflag.com/|
1031|TX|Pilot Point|Pilot Point Post-Signal|http://www.postsignal.com|
1032|TX|Pittsburg|The Pittsburg Gazette|http://thepittsburggazette.com/|
1033|TX|Plainview|Plainview Daily Herald|http://www.myplainview.com/|
1034|TX|Plano|Plano Insider|http://www.scntx.com/plano_star-courier/plano_insider/|Bad url?
1035|TX|Plano|Plano Star Courier|http://www.planostar.com/plano_star-courier/news/|
1036|TX|Pleasanton|Pleasanton Express|http://www.pleasantonexpress.com/pages/index.php|
1037|TX|Port Aransas|Port Aransas South Jetty|http://www.portasouthjetty.com|
1038|TX|Port Arthur|Port Arthur News|http://panews.com/|
1039|TX|Port Lavaca|Port Lavaca Wave|http://portlavacawave.com/|
1040|TX|Princeton|Princeton Herald|http://www.princetonherald.com/|
1041|TX|Raymondville|Chronicle/News|http://www.raymondvillechroniclenews.com/|
1042|TX|Richmond|Fort Bend Now|http://www.fortbendnow.com/|
1043|TX|Robstown|Nueces County Record Star|http://www.recordstar.com|
1044|TX|Rockdale|The Rockdale Reporter|http://www.rockdalereporter.com/|
1045|TX|Rockport|The Rockport Pilot|http://www.rockportpilot.com|
1046|TX|Rockwall|Herald Banner|http://rockwallheraldbanner.com/|
1047|TX|Rosenberg|The Herald-Coaster|http://www.fbherald.com/|
1048|TX|Round Rock|Round Rock Leader|http://www.rrleader.com/|
1049|TX|Rowlett|Lakeshore Times|http://www.lakeshoretimes.com/rowlett_lakeshore_times/news/|
1050|TX|Rusk|Cherokeean Herald|http://www.thecherokeean.com/|
1051|TX|Sachse|Sachse News|http://www.sachsenews.com/|
1052|TX|Salado|Salado Village Voice|http://www.saladovillagevoice.com/|
1053|TX|Sam Rayburn|The Lakecaster|http://www.beaumontenterprise.com/lakecaster/|
1054|TX|San Angelo|Standard-Times|http://www.gosanangelo.com/|
1055|TX|San Antonio|Business Journal|http://www.bizjournals.com/sanantonio/|
1056|TX|San Antonio|Express News|http://www.mysanantonio.com/news/|
1057|TX|San Antonio|La Prensa Newspaper|http://www.laprensasa.com/1_portada/index.html|
1058|TX|San Antonio|MySA|http://www.mysanantonio.com/|
1059|TX|San Antonio|San Antonio Current|http://sacurrent.com/|
1060|TX|San Marcos|San Marcos Daily Record|http://www.sanmarcosrecord.com/|
1061|TX|San Saba|San Saba News & Star|http://www.sansabanews.com/|
1062|TX|Sanderson|Terrell County News Leader|http://www.tcnewsleader.com/|
1063|TX|Santa Fe|The Post|http://www.thepostnewspaper.net/|
1064|TX|Sealy|Sealy News|http://www.sealynews.com|
1065|TX|Seguin|The Gazette-Enterprise|http://seguingazette.com/|
1066|TX|Sherman|The Herald Democrat|http://www.heralddemocrat.com/|
1067|TX|Smithville|The Smithville Times|http://smithvilletimes.com/|
1068|TX|Snyder|Snyder Daily News|http://www.snyderdailynews.com/|
1069|TX|Spearman|Reporter-Statesman|http://www.spearmanreporter.com/|
1070|TX|Spearman|The High Plains Observer|http://highplainsobserver.com/|
1071|TX|Stephenville|Stephenville Empire-Tribune|http://www.empiretribune.com/|
1072|TX|Sulphur Springs|Country World News|http://www.countryworldnews.com|
1073|TX|Sulphur Springs|News Telegram|http://www.myssnews.com/|
1074|TX|Sweetwater|Sweetwater Reporter|http://www.sweetwaterreporter.com/|
1075|TX|Taylor|Taylor Daily Press|http://www.taylordailypress.net/|
1076|TX|Temple|Temple Daily Telegram|http://www.tdtnews.com/|
1077|TX|Terrell|The Terrell Tribune|http://www.terrelltribune.com/|
1078|TX|Texarkana|Texarkana Gazette|http://www.texarkanagazette.com/|
1079|TX|Three Rivers|The Progress|http://www.mysoutex.com/|
1080|TX|Tomball|Tomball Magnolia Tribune|http://www.tribunenews.com/|
1081|TX|Tyler|Tyler Morning Telegraph|http://www.tylerpaper.com/|
1082|TX|Uvalde|Uvalde Leader News|http://www.uvaldeleadernews.com/|
1083|TX|Van Horn|Van Horn Advocate|http://www.vanhornadvocate.com/|
1084|TX|Victoria|The Advocate|http://www.victoriaadvocate.com/|
1085|TX|Waco|Waco Tribune-Herald|http://www.wacotrib.com/|
1086|TX|Waxahachie|Waxahachie Daily Light|http://www.thedailylight.com/|
1087|TX|Weatherford|Weatherford Democrat|http://weatherforddemocrat.com/|
1088|TX|Westlake|Westlake Picayune|http://westlakepicayune.com/|
1089|TX|Wharton|The Journal-Spectator|http://www.journal-spectator.com/|
1090|TX|Whitehouse|Tri County Leader|http://www.tricountyleader.com/|
1091|TX|Wichita Falls|Times Record News|http://www.timesrecordnews.com/|
1092|TX|Wills Point|Van Zandt News|http://www.vanzandtnewspapers.com/|
1093|TX|Wills Point|Wills Point Chronicle|http://www.vanzandtnewspapers.com/news/128/|
1094|TX|Wimberley|Wimberly Valley News & Views|http://www.wvnewsviews.com/|
1095|TX|Wylie|Wylie News|http://www.wylienews.com/|
1096|MD|Baltimore|WMAR (Ch. 2)|http://www.example.com/|Bad url redirect - tv station
1097|MD|Salisbury|WMDT (Ch. 47)|http://www.wmdt.com/|
1098|MD|Baltimore|WJZ (Ch. 13)|http://baltimore.cbslocal.com/|
1099|MD|Salisbury|WBOC (Ch. 16)|http://www.wboc.com/|
1100|MD|Baltimore|WBFF (Ch. 45)|http://www.wbff45.com/|
1101|MD|Baltimore|WBAL (Ch. 11)|http://www.wbaltv.com/index.html|
1102|MD|Annapolis|WMPT (Ch. 22)|http://www.mpt.org/|
1103|MD|Baltimore|WMPB (Ch. 67)|http://www.mpt.org/|
1104|MD|Frederick|WFPT (Ch. 62)|http://www.mpt.org/|
1105|MD|Hagerstown|WWPB (Ch. 31)|http://www.mpt.org/|
1106|MD|Salisbury|WCPB (Ch. 28)|http://www.mpt.org/|
1107|MD|Baltimore|WUTB (Ch. 24)|http://www.upn24.com/|
1108|MD|Baltimore|WNUV (Ch. 54)|http://www.wbbaltimore.com/|
1109|MI|Battle Creek|WOTV (Ch. 41)|http://www.wotv.com/|
1110|MI|Calumet|WBKP (Ch. 5)|http://www.wbuptv.com/|
1111|MI|Detroit|WXYZ (Ch. 7)|http://www.example.com/|Bad url redirect - tv station
1112|MI|Lansing|WLAJ (Ch. 53)|http://www.wlaj.com/|
1113|MI|Traverse City|WGTU (Ch. 29)|http://www.upNorthLive.com/|
1114|MI|Detroit|WWJ (Ch. 62)|http://detroit.cbslocal.com/|
1115|MI|Kalamazoo|WWMT (Ch. 3)|http://www.wwmt.com/|
1116|MI|Lansing|WLNS (Ch. 6)|http://www.wlns.com/|
1117|MI|Saginaw|WNEM (Ch. 5)|http://www.wnem.com/|
1118|MI|Sault Ste. Marie|WWUP (Ch. 10)|http://www.9and10news.com/|
1119|MI|Traverse City|WWTV (Ch. 9)|http://www.9and10news.com/|
1120|MI|Detroit|WJBK (Ch. 2)|http://www.myfoxdetroit.com/|
1121|MI|Grand Rapids|WXMI (Ch. 17)|http://www.fox17online.com/|
1122|MI|Grand Rapids|WZPX (Ch. 43)|http://www.wzpxtv.com/|
1123|MI|Clio|WEYI (Ch. 25)|http://www.connectmidmichigan.com/|
1124|MI|Detroit|WDIV (Ch. 4)|http://www.clickondetroit.com/index.html|
1125|MI|Grand Rapids|WOOD (Ch. 8)|http://www.woodtv.com/|
1126|MI|Negaunee|WLUC (Ch. 6)|http://www.uppermichiganssource.com/|
1127|MI|Traverse City|WPBN (Ch. 7) & WTOM (Ch. 4)|http://www.upnorthlive.com/|
1128|MI|Alpena|WCML (Ch. 6)|http://www.wcmu.org/|
1129|MI|Cadillac|WCMV (Ch. 27)|http://www.wcmu.org/|
1130|MI|Detroit|WTVS (Ch. 56)|http://www.dptv.org/|
1131|MI|East Lansing|WKAR (Ch. 23)|http://www.wkar.msu.edu/tv/|
1132|MI|Flint|WFUM (Ch. 28)|http://www.michiganradio.org/|
1133|MI|Grand Rapids|WGVU (Ch. 35)|http://www.wgvu.org/|
1134|MI|Kalamazoo|WGVK (Ch. 52)|http://www.wgvu.org/|
1135|MI|Manistee|WCMW (Ch. 21)|http://www.wcmu.org/|
1136|MI|Mount Pleasant|WCMU (Ch. 14)|http://www.wcmu.org/|
1137|MI|University Center|WDCP (Ch. 35) & WDCQ (Ch. 19)|http://www3.delta.edu/broadcasting/qtv.html|
1138|MI|Detroit|WKBD (Ch. 50)|http://cwdetroit.cbslocal.com/|
1139|MI|Detroit|WDWB (Ch. 20)|http://www.example.com/|Bad url redirect - tv station
1140|MI|Lansing|WHTV (Ch. 18)|http://www.my18.tv/index.php|
1141|GA|Atlanta|WSB (Ch. 2)|http://www.wsbtv.com/index.html|
1142|GA|Augusta|WJBF (Ch. 6)|http://www2.wjbf.com/|
1143|GA|Columbus|WTVM (Ch. 9)|http://www.wtvm.com/|
1144|GA|Macon|WPGA (Ch. 58)|http://www.58abc.com/|
1145|GA|Savannah|WJCL (Ch. 22)|http://www.thecoastalsource.com/default.aspx|
1146|GA|Atlanta|WGLC (Ch. 46)|http://www.wgnx.com/|
1147|GA|Augusta|WRDW (Ch. 12)|http://www.wrdw.com/|
